alpha3,name,country_code,year,fb,pop,fb_share,refugee,pob_code,disp,imm,disp_share
CMR,Cameroon,120,1990,265967,11780086,2.2577678974499844,49876,120,115835,NA,0.009833120063809382
CMR,Cameroon,120,1995,244791,13599984,1.799935941101107,45781,120,138936,NA,0.010215894371640437
CMR,Cameroon,120,2000,227242,15513944,1.464759702626231,45313,120,164296,NA,0.010590214841564466
CMR,Cameroon,120,2005,265503,17733408,1.4971910644586761,58808,120,221232,NA,0.012475436193652116
CMR,Cameroon,120,2010,291474,20341236,1.432921775254955,106658,120,278898,NA,0.013710966236270009
CMR,Cameroon,120,2015,508346,23298376,2.181894566385228,348346,120,348974,NA,0.01497846888555666
CMR,Cameroon,120,2020,579209,26545864,2.1819180569899705,416208,120,441015,NA,0.01661332251231303
CAF,Central African Republic,140,1990,67234,2806740,2.3954480999308805,3389,140,46354,NA,0.016515245444893363
CAF,Central African Republic,140,1995,99712,3222662,3.0940880551544034,33856,140,49205,NA,0.015268433363474047
CAF,Central African Republic,140,2000,123529,3640421,3.3932613837795134,55661,140,55416,NA,0.01522241520966943
CAF,Central African Republic,140,2005,96409,4038380,2.387318677291389,26529,140,131410,NA,0.03254027605128789
CAF,Central African Republic,140,2010,94685,4386765,2.158424260246446,22793,140,245933,NA,0.0560624970792828
CAF,Central African Republic,140,2015,81568,4493171,1.8153771579136428,7664,140,686224,NA,0.15272599240046728
CAF,Central African Republic,140,2020,88546,4829764,1.8333400969488365,7486,140,816668,NA,0.1690906636431925
TCD,Chad,148,1990,74342,5963250,1.2466691820735338,~,148,336798,NA,0.05647893346748837
TCD,Chad,148,1995,89584,7010159,1.2779168061665933,100,148,223096,NA,0.031824670453266465
TCD,Chad,148,2000,104825,8355654,1.2545397403961438,17692,148,206052,NA,0.02466018817916587
TCD,Chad,148,2005,352130,10096630,3.487599327696469,275480,148,210661,NA,0.0208644864672668
TCD,Chad,148,2010,417034,11952134,3.489201175288028,348049,148,202423,NA,0.01693613876818985
TCD,Chad,148,2015,466968,14110971,3.3092549052790203,372438,148,191269,NA,0.013554630648734236
TCD,Chad,148,2020,547494,16425859,3.333122486927472,446431,148,222303,NA,0.013533721432772558
COG,Congo,178,1990,129391,2356740,5.490253485747261,2990,178,96370,NA,0.04089123110737714
COG,Congo,178,1995,191635,2707532,7.077848018047432,19404,178,115677,NA,0.042724148781990386
COG,Congo,178,2000,305880,3127420,9.78058591426799,124068,178,135235,NA,0.043241713616975014
COG,Congo,178,2005,318724,3622775,8.797786227408547,69561,178,172610,NA,0.04764579638536757
COG,Congo,178,2010,425173,4273738,9.94850409641396,138636,178,178111,NA,0.04167569467290695
COG,Congo,178,2015,390142,4856093,8.034071835115183,49297,178,204829,NA,0.042179793508896966
COG,Congo,178,2020,387606,5518092,7.024275782281267,40086,178,223767,NA,0.04055151671990971
COD,Democratic Republic of the Congo,180,1990,754194,34612023,2.1789942760641297,378562,180,436513,NA,0.012611600310100337
COD,Democratic Republic of the Congo,180,1995,1816963,41576239,4.370195678353687,1433760,180,559824,NA,0.013464998601725375
COD,Democratic Republic of the Congo,180,2000,744387,47105830,1.5802438891321946,332509,180,862039,NA,0.018300049059744833
COD,Democratic Republic of the Congo,180,2005,623009,54785894,1.1371704548619759,204481,180,1130872,NA,0.020641663710005354
COD,Democratic Republic of the Congo,180,2010,589882,64563853,0.9136412599167525,167268,180,1298544,NA,0.02011255431115612
COD,Democratic Republic of the Congo,180,2015,810018,76244532,1.0623948744285032,384078,180,1572222,NA,0.020620783664853502
COD,Democratic Republic of the Congo,180,2020,952871,89561404,1.0639303957316257,526931,180,1832069,NA,0.020456010269780944
GNQ,Equatorial Guinea,226,1990,2740,419188,0.6536446654007272,~,226,36175,NA,0.08629779478420184
GNQ,Equatorial Guinea,226,1995,3629,496768,0.7305220948209225,~,226,46412,NA,0.09342791806235506
GNQ,Equatorial Guinea,226,2000,4517,606180,0.7451582038338447,~,226,59930,NA,0.0988650235903527
GNQ,Equatorial Guinea,226,2005,6588,749527,0.8789543271956848,~,226,71789,NA,0.09577907133432151
GNQ,Equatorial Guinea,226,2010,8658,943640,0.9175109151795177,~,226,84390,NA,0.08943029121275063
GNQ,Equatorial Guinea,226,2015,209611,1168575,17.93731681749139,~,226,116947,NA,0.1000765890079798
GNQ,Equatorial Guinea,226,2020,230618,1402985,16.43766683179079,~,226,128774,NA,0.09178572828647491
GAB,Gabon,266,1990,128188,949493,13.500678783308565,417,266,15347,NA,0.01616336297371334
GAB,Gabon,266,1995,171427,1084951,15.80043707042991,791,266,16610,NA,0.015309447154756298
GAB,Gabon,266,2000,214431,1228359,17.456704432498967,21018,266,18041,NA,0.014687074381349426
GAB,Gabon,266,2005,233824,1390550,16.81521700046744,13388,266,41357,NA,0.029741469202833413
GAB,Gabon,266,2010,270829,1624146,16.67516343974002,13147,266,36933,NA,0.022739950718716175
GAB,Gabon,266,2015,378686,1947690,19.442827143950012,2884,266,43075,NA,0.02211594247544527
GAB,Gabon,266,2020,416651,2225728,18.719762702360757,537,266,48392,NA,0.02174209966357075
STP,Sao Tome and Principe,678,1990,5582,119211,4.682453800404325,~,678,13965,NA,0.11714522988650376
STP,Sao Tome and Principe,678,1995,4936,131679,3.748509633274858,~,678,19261,NA,0.1462723744864405
STP,Sao Tome and Principe,678,2000,4365,142264,3.0682393296969015,~,678,25145,NA,0.17674886127200135
STP,Sao Tome and Principe,678,2005,3433,157472,2.180070107701687,~,678,29859,NA,0.18961466165413535
STP,Sao Tome and Principe,678,2010,2700,180372,1.4969063934535294,~,678,30928,NA,0.17146785532122502
STP,Sao Tome and Principe,678,2015,2394,199439,1.2003670295177975,~,678,35162,NA,0.17630453421848286
STP,Sao Tome and Principe,678,2020,2139,219161,0.9759948165960184,~,678,39608,NA,0.18072558530030433
DZA,Algeria,12,1990,273954,25758872,1.0635325956819848,169107,12,921665,NA,0.035780487592779686
DZA,Algeria,12,1995,262032,28757788,0.911168828423104,192489,12,979641,NA,0.03406524173556047
DZA,Algeria,12,2000,250110,31042238,0.8057086605675788,167453,12,1037985,NA,0.033437827517461854
DZA,Algeria,12,2005,197728,33149720,0.5964695931066688,94407,12,1599647,NA,0.04825521904860735
DZA,Algeria,12,2010,217268,35977451,0.6039004819991278,94448,12,1655264,NA,0.046008373411445966
DZA,Algeria,12,2015,239473,39728020,0.6027811101585229,100775,12,1836502,NA,0.04622686959984414
DZA,Algeria,12,2020,250378,43851043,0.5709738762656112,100270,12,2022337,NA,0.0461183329208384
EGY,Egypt,818,1990,173833,56134478,0.309672426276058,1991,818,1321915,NA,0.02354907442089334
EGY,Egypt,818,1995,166955,62334025,0.26783927397597057,5407,818,1492004,NA,0.02393562745226223
EGY,Egypt,818,2000,184774,68831561,0.2684437158122856,18019,818,1708296,NA,0.02481849859543357
EGY,Egypt,818,2005,285006,75523576,0.3773735502143066,99951,818,1807941,NA,0.02393876317509118
EGY,Egypt,818,2010,310017,82761244,0.3745920010578865,109359,818,2586643,NA,0.031254278874783464
EGY,Egypt,818,2015,353641,92442549,0.38255219466092394,250671,818,3151069,NA,0.03408678183462899
EGY,Egypt,818,2020,543937,102334403,0.5315289717378818,324736,818,3610461,NA,0.03528100906593455
LBY,Libya,434,1990,457075,4436663,10.302224892898108,~,434,76239,NA,0.017183860933318577
LBY,Libya,434,1995,508041,4948796,10.265951556701873,3973,434,77398,NA,0.01563976369201721
LBY,Libya,434,2000,567436,5357893,10.59065569245224,11543,434,80014,NA,0.014933855528656507
LBY,Libya,434,2005,625412,5798615,10.785541030056315,12366,434,100248,NA,0.01728826624978551
LBY,Libya,434,2010,687192,6197667,11.08791421029881,11117,434,127399,NA,0.02055596081557786
LBY,Libya,434,2015,771146,6418315,12.014773347833504,36784,434,152544,NA,0.02376698557175832
LBY,Libya,434,2020,826537,6871287,12.028852818984275,45458,434,185518,NA,0.026999017796811572
MAR,Morocco,504,1990,54895,24807461,0.2212842338036932,307,504,1748116,NA,0.07046734851261079
MAR,Morocco,504,1995,50360,26994255,0.18655821396071126,55,504,1883924,NA,0.06978981268421744
MAR,Morocco,504,2000,53034,28793672,0.18418630315716591,2105,504,2077010,NA,0.0721342522759862
MAR,Morocco,504,2005,56222,30455563,0.18460338428155146,2062,504,2470656,NA,0.08112330742334331
MAR,Morocco,504,2010,71189,32343384,0.22010374671988558,1072,504,2860702,NA,0.08844782599124446
MAR,Morocco,504,2015,92424,34663608,0.26663121738510315,5473,504,2971770,NA,0.08573169878911624
MAR,Morocco,504,2020,102358,36910558,0.27731360766748636,9756,504,3262222,NA,0.08838181205496812
SDN,Sudan,729,1990,1402896,20147592,6.9630951430821115,1031050,729,584935,NA,0.029032501750085073
SDN,Sudan,729,1995,1053396,24094741,4.3718917750558095,674071,729,775375,NA,0.032180258754389596
SDN,Sudan,729,2000,805086,27275019,2.9517339657948543,418131,729,885660,NA,0.032471471422256384
SDN,Sudan,729,2005,546419,30949514,1.7655172226613964,151681,729,1277632,NA,0.041281165190509936
SDN,Sudan,729,2010,618709,34545014,1.7910225770931807,184354,729,1235193,NA,0.03575604282574614
SDN,Sudan,729,2015,620523,38902948,1.5950539275326896,322220,729,1842602,NA,0.047364071226684415
SDN,Sudan,729,2020,1379147,43849269,3.145199524306779,1071034,729,2104887,NA,0.04800278426534317
TUN,Tunisia,788,1990,37984,8242509,0.46083055535638484,30,788,465549,NA,0.05648146699020893
TUN,Tunisia,788,1995,37867,9125400,0.41496263177504544,199,788,476933,NA,0.052264339097464224
TUN,Tunisia,788,2000,36719,9708347,0.37822092679629193,448,788,486964,NA,0.050159311363716194
TUN,Tunisia,788,2005,35040,10106778,0.3466980277987703,113,788,579009,NA,0.05728917761921752
TUN,Tunisia,788,2010,43172,10635245,0.4059332906764255,112,788,615732,NA,0.05789542224932289
TUN,Tunisia,788,2015,56532,11179951,0.5056551678983209,755,788,774376,NA,0.06926470429074331
TUN,Tunisia,788,2020,60145,11818618,0.5089004484280649,3269,788,902268,NA,0.07634293620455454
ESH,Western Sahara,732,1990,2688,217258,1.2372386747553599,~,732,168238,NA,0.774369643465373
ESH,Western Sahara,732,1995,2989,255635,1.1692452129012068,~,732,167146,NA,0.6538463043010543
ESH,Western Sahara,732,2000,3289,314116,1.047065415324275,~,732,166060,NA,0.5286582027021864
ESH,Western Sahara,732,2005,3891,437516,0.8893389041772186,~,732,131288,NA,0.30007588293913823
ESH,Western Sahara,732,2010,4493,480268,0.935519335037937,~,732,170195,NA,0.35437505725969665
ESH,Western Sahara,732,2015,5179,526211,0.9842059554057213,~,732,185885,NA,0.35325183243983876
ESH,Western Sahara,732,2020,5424,597330,0.9080407814775753,~,732,194932,NA,0.32633887465889877
BWA,Botswana,72,1990,27510,1286756,2.1379344646537497,1220,72,26048,NA,0.02024315410225404
BWA,Botswana,72,1995,40168,1469173,2.73405514530964,266,72,23315,NA,0.015869472145213667
BWA,Botswana,72,2000,74934,1643333,4.559879221070836,3551,72,26683,NA,0.01623712296899046
BWA,Botswana,72,2005,84661,1799077,4.705801919539853,3156,72,33281,NA,0.018498930284807154
BWA,Botswana,72,2010,94863,1987106,4.773927510661233,3235,72,44249,NA,0.022268062196983955
BWA,Botswana,72,2015,103053,2120716,4.8593493895457955,2265,72,55294,NA,0.02607326959385415
BWA,Botswana,72,2020,110268,2351625,4.689012916600223,1268,72,63561,NA,0.02702854409185138
SWZ,Eswatini,748,1990,74991,822423,9.118300436636622,42074,748,35179,NA,0.04277482512040641
SWZ,Eswatini,748,1995,35157,926836,3.7932277123460896,712,748,30340,NA,0.032735025398236584
SWZ,Eswatini,748,2000,34084,1005432,3.3899855982304126,690,748,34116,NA,0.033931683097414844
SWZ,Eswatini,748,2005,33392,1030575,3.240132935497174,1016,748,44861,NA,0.04353006816582976
SWZ,Eswatini,748,2010,32637,1064841,3.064964628522005,759,748,69030,NA,0.06482657974289119
SWZ,Eswatini,748,2015,32352,1104038,2.9303339196658085,964,748,46236,NA,0.041878993295520625
SWZ,Eswatini,748,2020,32858,1160164,2.832185794422168,1921,748,50039,NA,0.04313097113856317
LSO,Lesotho,426,1990,8240,1703757,0.4836370444846302,2231,426,191328,NA,0.11229770442615937
LSO,Lesotho,426,1995,7204,1898598,0.37943787995141676,1116,426,136593,NA,0.07194413983370887
LSO,Lesotho,426,2000,6167,2032805,0.3033739094502424,~,426,120565,NA,0.05930967308718741
LSO,Lesotho,426,2005,6290,1996115,0.31511210526447625,~,426,159071,NA,0.07969029840465104
LSO,Lesotho,426,2010,6414,1995575,0.3214111221076632,~,426,243128,NA,0.12183355674429676
LSO,Lesotho,426,2015,9152,2059011,0.44448524072965123,35,426,191457,NA,0.092984933057667
LSO,Lesotho,426,2020,12060,2142252,0.5629589796158435,226,426,202164,NA,0.09436985004565289
NAM,Namibia,516,1990,120641,1432899,8.419365216948298,~,516,16077,NA,0.011219911522026326
NAM,Namibia,516,1995,115372,1627866,7.08731554071404,1682,516,28220,NA,0.017335579218436897
NAM,Namibia,516,2000,135547,1794583,7.553119582655135,28407,516,49348,NA,0.02749831019239567
NAM,Namibia,516,2005,107347,1938316,5.538157864868267,6380,516,65598,NA,0.03384277898959716
NAM,Namibia,516,2010,103826,2118877,4.900048469071116,8675,516,99599,NA,0.04700556002070908
NAM,Namibia,516,2015,101618,2314901,4.389734161417702,2849,516,50410,NA,0.021776309224454955
NAM,Namibia,516,2020,109391,2540916,4.305179706845878,5097,516,47770,NA,0.018800306661062388
ZAF,South Africa,710,1990,1163883,36800507,3.1626819706587193,90000,710,308120,NA,0.008372710734664607
ZAF,South Africa,710,1995,1003807,41435761,2.422561999042325,101408,710,385988,NA,0.009315335128031075
ZAF,South Africa,710,2000,1016963,44967713,2.261540407892214,30201,710,501600,NA,0.011154670018464137
ZAF,South Africa,710,2005,1351031,47880595,2.8216671075202804,169809,710,601803,NA,0.012568828770820413
ZAF,South Africa,710,2010,2114801,51216967,4.129102373438084,229601,710,743807,NA,0.014522667849503857
ZAF,South Africa,710,2015,3231728,55386369,5.83487969756602,1217708,710,786554,NA,0.01420121979832258
ZAF,South Africa,710,2020,2860495,59308690,4.823062185322252,277581,710,914901,NA,0.015426086801107899
BEN,Benin,204,1990,76751,4978489,1.5416524973742032,657,204,234314,NA,0.04706528426596905
BEN,Benin,204,1995,105703,5905552,1.7898919525219659,2317,204,275696,NA,0.04668420496509048
BEN,Benin,204,2000,134655,6865946,1.961200976529673,3977,204,328046,NA,0.04777870376492912
BEN,Benin,204,2005,248320,7982223,3.1109128371883372,31989,204,504165,NA,0.06316097658509415
BEN,Benin,204,2010,309225,9199254,3.3614138711682493,7240,204,541152,NA,0.058825639557294536
BEN,Benin,204,2015,366284,10575962,3.463363427364811,708,204,634923,NA,0.06003453870201122
BEN,Benin,204,2020,394276,12123198,3.2522441685766417,1624,204,681827,NA,0.05624151317168952
BFA,Burkina Faso,854,1990,349652,8811033,3.968342871942484,350,854,1021331,NA,0.1159150124622164
BFA,Burkina Faso,854,1995,464104,10089880,4.599697915138734,29777,854,1215665,NA,0.12048359346196387
BFA,Burkina Faso,854,2000,520363,11607951,4.4828152703263475,1010,854,1279414,NA,0.11021876298409598
BFA,Burkina Faso,854,2005,597658,13421935,4.452845286465775,1295,854,1352292,NA,0.100752387789093
BFA,Burkina Faso,854,2010,674438,15605211,4.3218768397300105,1065,854,1434528,NA,0.09192621618509356
BFA,Burkina Faso,854,2015,704676,18110616,3.890955448450787,34160,854,1518568,NA,0.08384960511558524
BFA,Burkina Faso,854,2020,723989,20903278,3.463518975349225,25902,854,1599347,NA,0.07651177963571072
CPV,Cabo Verde,132,1990,8931,337953,2.642675164889792,~,132,91363,NA,0.27034232570801264
CPV,Cabo Verde,132,1995,9979,386288,2.5833057200844967,~,132,106954,NA,0.27687632025846
CPV,Cabo Verde,132,2000,11027,428178,2.5753308203597567,~,132,124823,NA,0.29152128320464854
CPV,Cabo Verde,132,2005,12700,463034,2.7427791479675356,~,132,141984,NA,0.3066383894055296
CPV,Cabo Verde,132,2010,14373,492644,2.917522592379081,~,132,152863,NA,0.3102910012097986
CPV,Cabo Verde,132,2015,14924,524740,2.84407516103213,~,132,171429,NA,0.32669321949918056
CPV,Cabo Verde,132,2020,15788,555988,2.8396296322942223,~,132,187558,NA,0.33734181313265754
CIV,Côte d'Ivoire,384,1990,1816426,11924873,15.232246079266421,136381,384,366336,NA,0.030720327168264182
CIV,Côte d'Ivoire,384,1995,2076394,14199759,14.62274113243753,297908,384,449498,NA,0.03165532598123672
CIV,Côte d'Ivoire,384,2000,2163644,16454660,13.149126144204743,120691,384,539234,NA,0.032770898942913435
CIV,Côte d'Ivoire,384,2005,2265090,18354513,12.34077962188373,44070,384,731962,NA,0.039879129454429
CIV,Côte d'Ivoire,384,2010,2366537,20532944,11.52556106908001,26474,384,939795,NA,0.04577010486172855
CIV,Côte d'Ivoire,384,2015,2470613,23226148,10.637205101767199,2629,384,1056380,NA,0.04548235893442167
CIV,Côte d'Ivoire,384,2020,2564857,26378275,9.723368946604733,2190,384,1149298,NA,0.04356986952331038
GMB,Gambia,270,1990,118123,955595,12.361199043527854,39,270,36280,NA,0.03796587466447606
GMB,Gambia,270,1995,150890,1128577,13.36993399652837,6599,270,38384,NA,0.03401097133824276
GMB,Gambia,270,2000,182514,1317708,13.850868325911355,12016,270,45427,NA,0.03447425378004839
GMB,Gambia,270,2005,181839,1543745,11.77908268528805,7932,270,61209,NA,0.0396496830758966
GMB,Gambia,270,2010,185837,1793199,10.36343428699213,8452,270,77440,NA,0.043185391024643666
GMB,Gambia,270,2015,192540,2085860.0000000002,9.2307249767482,7854,270,96963,NA,0.046485861946631124
GMB,Gambia,270,2020,215659,2416664,8.923830536640592,4517,270,139210,NA,0.0576042014942913
GHA,Ghana,288,1990,164851,14773274,1.1158731639310284,4102,288,371157,NA,0.025123544043114614
GHA,Ghana,288,1995,252879,17014058,1.4862944513296004,83200,288,428051,NA,0.025158665851497626
GHA,Ghana,288,2000,191601,19278850,0.9938404002313417,12991,288,495887,NA,0.02572181431983754
GHA,Ghana,288,2005,309932,21814648,1.4207517810968118,59033,288,665731,NA,0.030517613669494
GHA,Ghana,288,2010,337766,24779614,1.363080151288878,14577,288,762002,NA,0.030751165050432183
GHA,Ghana,288,2015,414744,27849203,1.4892490819216622,19265,288,892253,NA,0.032038726566070846
GHA,Ghana,288,2020,476412,31072945,1.533205172538361,13463,288,1004324,NA,0.03232149382686449
GIN,Guinea,324,1990,403621,6352282,6.35395279995441,325000,324,352763,NA,0.055533271350358814
GIN,Guinea,324,1995,774505,7269631,10.65397954861808,672298,324,365862,NA,0.05032745128329072
GIN,Guinea,324,2000,560075,8240735.000000001,6.796420464922121,427206,324,377019,NA,0.04575065209595988
GIN,Guinea,324,2005,233419,9109585,2.5623450464538173,67333,324,404677,NA,0.044423209180220614
GIN,Guinea,324,2010,178762,10192168,1.7539153593229624,14877,324,455866,NA,0.04472708848598257
GIN,Guinea,324,2015,126657,11432096,1.1079070714591621,9037,324,493411,NA,0.04316015190915122
GIN,Guinea,324,2020,121437,13132792,0.924685322054899,6956,324,550790,NA,0.04194005356972074
GNB,Guinea-Bissau,624,1990,15368,975265,1.575776840140885,3004,624,55406,NA,0.05681122566687003
GNB,Guinea-Bissau,624,1995,27961,1088850,2.5679386508701842,15350,624,67149,NA,0.06166965146714423
GNB,Guinea-Bissau,624,2000,20450,1201305,1.7023153986706123,7587,624,77664,NA,0.06464969345836404
GNB,Guinea-Bissau,624,2005,20902,1344931,1.5541317733028683,7782,624,82846,NA,0.061598699115419306
GNB,Guinea-Bissau,624,2010,21391,1522603,1.4048967459015909,8009,624,91546,NA,0.06012466808485206
GNB,Guinea-Bissau,624,2015,22333,1737207,1.2855693075148789,8807,624,98151,NA,0.0564993118263972
GNB,Guinea-Bissau,624,2020,17945,1967998,0.911840357561339,1888,624,111790,NA,0.05680391951617837
LBR,Liberia,430,1990,94964,2075917,4.574556689886927,125,430,516878,NA,0.24898779671826957
LBR,Liberia,430,1995,208563,2044657,10.200390578957743,120080,430,542295,NA,0.26522541433599867
LBR,Liberia,430,2000,151868,2848447,5.331607012522964,69315,430,248412,NA,0.08720962685982923
LBR,Liberia,430,2005,87217,3218114,2.7101898814025858,10197,430,354792,NA,0.1102484250091824
LBR,Liberia,430,2010,99165,3891357,2.5483398207874526,24771,430,219139,NA,0.05631428830611018
LBR,Liberia,430,2015,112111,4472229,2.5068260144997048,36520,430,205741,NA,0.04600412903722059
LBR,Liberia,430,2020,87947,5057677,1.7388813085533144,8254,430,233564,NA,0.04618009414203398
MLI,Mali,466,1990,160736,8449915,1.90222031819255,13411,466,647426,NA,0.07661923226446657
MLI,Mali,466,1995,176187,9585660,1.8380268025362887,17916,466,820564,NA,0.08560328657598955
MLI,Mali,466,2000,189475,10946448,1.7309267809978177,8412,466,772866,NA,0.07060427272846863
MLI,Mali,466,2005,258630,12775509,2.024420318595525,13066,466,895360,NA,0.07008409606223909
MLI,Mali,466,2010,341078,15049352,2.266396586377938,15261,466,994832,NA,0.0661046402529491
MLI,Mali,466,2015,420504,17438772,2.4113165766488605,16257,466,1228544,NA,0.0704489972115009
MLI,Mali,466,2020,485829,20250834,2.3990567499590387,27678,466,1303511,NA,0.06436826256143327
MRT,Mauritania,478,1990,111650,2034347,5.488247580181749,60000,478,134478,NA,0.06610376695814431
MRT,Mauritania,478,1995,89562,2313630,3.871059763229211,34394,478,151710,NA,0.06557228251708354
MRT,Mauritania,478,2000,57366,2630217,2.181036773771898,350,478,107607,NA,0.04091183351031493
MRT,Mauritania,478,2005,58211,3024198,1.9248408999675286,724,478,103107,NA,0.034093997813635216
MRT,Mauritania,478,2010,84920,3494200,2.4303130902638657,26958,478,114192,NA,0.03268044187510732
MRT,Mauritania,478,2015,166552,4046304,4.116151431034346,77891,478,114630,NA,0.028329557047616787
MRT,Mauritania,478,2020,182286,4649660,3.9204156863082464,86458,478,130226,NA,0.02800763926824757
NER,Niger,562,1990,115464,8026592,1.43851836495489,792,562,149777,NA,0.018660098831484145
NER,Niger,562,1995,145999,9490289,1.538404151865133,27622,562,177067,NA,0.018657703680045993
NER,Niger,562,2000,122260,11331561,1.078933432031121,58,562,205236,NA,0.01811189120369206
NER,Niger,562,2005,124509,13624474,0.9138628030704157,349,562,304086,NA,0.022319100172234173
NER,Niger,562,2010,126482,16464025.000000002,0.7682325555263672,332,562,335897,NA,0.02040187621192266
NER,Niger,562,2015,252998,20001663,1.2648848248268156,124827,562,374993,NA,0.01874809109622535
NER,Niger,562,2020,348056,24206636,1.43785365302308,217925,562,399707,NA,0.016512290266189816
NGA,Nigeria,566,1990,456621,95212454,0.4795811690768941,3571,566,446753,NA,0.004692169786948249
NGA,Nigeria,566,1995,462999,107948339,0.4289079427150797,8118,566,524535,NA,0.004859129884342176
NGA,Nigeria,566,2000,487882,122283853,0.39897499795005636,7270,566,610130,NA,0.004989456784617344
NGA,Nigeria,566,2005,969714,138865014,0.6983141196385146,9439,566,817392,NA,0.005886234238956689
NGA,Nigeria,566,2010,990494,158503203,0.6249047219569437,10562,566,996914,NA,0.006289551132919377
NGA,Nigeria,566,2015,1199115,181137454,0.6619917490945854,1781,566,1306526,NA,0.007212898112170661
NGA,Nigeria,566,2020,1308568,206139587,0.6347970416764248,55199,566,1670455,NA,0.00810351385830612
SHN,Saint Helena*,654,1990,178,6654,2.675082657048392,~,654,884,NA,0.13285241959723473
SHN,Saint Helena*,654,1995,117,6244,1.8737988468930173,~,654,2207,NA,0.35345932094811017
SHN,Saint Helena*,654,2000,108,6054,1.7839444995044598,~,654,3715,NA,0.6136438718202841
SHN,Saint Helena*,654,2005,163,5354,3.0444527456107586,~,654,3268,NA,0.6103847590586478
SHN,Saint Helena*,654,2010,248,5183,4.784873625313526,~,654,3607,NA,0.6959289986494308
SHN,Saint Helena*,654,2015,377,5869,6.423581530073267,~,654,4285,NA,0.7301073436701312
SHN,Saint Helena*,654,2020,437,6071,7.198155163893922,~,654,4885,NA,0.8046450337670894
SEN,Senegal,686,1990,270410,7526306,3.5928648130968894,58113,686,370243,NA,0.049193189859673525
SEN,Senegal,686,1995,287654,8690155,3.3101135710467764,66769,686,359061,NA,0.041318135292178336
SEN,Senegal,686,2000,231901,9797731,2.366884740967067,22715,686,394608,NA,0.04027544744798566
SEN,Senegal,686,2005,238298,11090123,2.1487408209990098,23341,686,470508,NA,0.042425859478745186
SEN,Senegal,686,2010,256092,12678143,2.0199488205804275,22849,686,547495,NA,0.04318416348514132
SEN,Senegal,686,2015,266496,14578450,1.828013266156553,17511,686,594507,NA,0.04077984970967421
SEN,Senegal,686,2020,274929,16743930,1.6419621916718479,16273,686,693765,NA,0.04143382109218087
SLE,Sierra Leone,694,1990,222148,4319763,5.142596943397127,125830,694,61853,NA,0.014318609608906786
SLE,Sierra Leone,694,1995,98516,4303953,2.288965516119716,4675,694,457827,NA,0.10637360584560286
SLE,Sierra Leone,694,2000,97974,4584570,2.1370379337647805,6546,694,509098,NA,0.1110459650523386
SLE,Sierra Leone,694,2005,146227,5645629,2.590092264298628,60142,694,151886,NA,0.026903291023905398
SLE,Sierra Leone,694,2010,79265,6415636,1.2354971510229071,8573,694,126730,NA,0.019753302712310985
SLE,Sierra Leone,694,2015,58830,7171909,0.8202836929470244,777,694,139296,NA,0.019422443870941476
SLE,Sierra Leone,694,2020,53746,7976985,0.673763332888303,443,694,152486,NA,0.019115743604883297
TGO,Togo,768,1990,84844,3774310,2.247934059470473,3477,768,193827,NA,0.05135428727370036
TGO,Togo,768,1995,101583,4226293,2.403595775304741,10876,768,309616,NA,0.07325947349130786
TGO,Togo,768,2000,137968,4924406,2.801718623525355,12223,768,267164,NA,0.054253040874371446
TGO,Togo,768,2005,204219,5611643,3.639201567170257,9707,768,405803,NA,0.07231447189352566
TGO,Togo,768,2010,255564,6421674,3.9797099634768127,14202,768,417178,NA,0.06496405765848594
TGO,Togo,768,2015,277384,7323162,3.7877627177986777,22705,768,495380,NA,0.06764564268822676
TGO,Togo,768,2020,279936,8278736.999999999,3.3813853489970755,12664,768,545409,NA,0.06588070136785358
KAZ,Kazakhstan,398,1990,3619200,16383881,22.090004193756048,~,398,2971634,NA,0.18137546287109874
KAZ,Kazakhstan,398,1995,3251968,15839357,20.530934431239853,15561,398,3295157,NA,0.20803603328089645
KAZ,Kazakhstan,398,2000,2874194,14922724,19.26051838792971,20579,398,3554484,NA,0.23819270529964903
KAZ,Kazakhstan,398,2005,3103027,15402803,20.14585916602322,7330,398,3717649,NA,0.24136184822983192
KAZ,Kazakhstan,398,2010,3334937,16252273,20.519818981627985,4720,398,3797527,NA,0.233661285409124
KAZ,Kazakhstan,398,2015,3546060,17572010,20.18016151823269,805,398,3885576,NA,0.22112302462837205
KAZ,Kazakhstan,398,2020,3732073,18776707,19.87607837732143,742,398,4203899,NA,0.2238890450812275
KGZ,Kyrgyzstan,417,1990,623083,4372885,14.248785412833861,~,417,522574,NA,0.11950325700309979
KGZ,Kyrgyzstan,417,1995,518338,4566096,11.35188572469786,13407,417,550022,NA,0.12045782655467603
KGZ,Kyrgyzstan,417,2000,389824,4920712,7.922105581468698,10995,417,566315,NA,0.11508801978250302
KGZ,Kyrgyzstan,417,2005,309399,5075340,6.096123609452766,3096,417,652852,NA,0.1286321704555754
KGZ,Kyrgyzstan,417,2010,232065,5422298,4.2798274827388685,3012,417,726544,NA,0.13399189790011543
KGZ,Kyrgyzstan,417,2015,204382,5959126,3.429731138425333,512,417,742841,NA,0.12465603177378697
KGZ,Kyrgyzstan,417,2020,199011,6524191,3.050355208791404,517,417,774377,NA,0.11869318356866009
TJK,Tajikistan,762,1990,428900,5283811,8.117247191468431,3000,762,537699,NA,0.10176348094207004
