year,orig,dest,refugees,asylum_seekers
2004,GNQ,BEN,13,5
2005,GNQ,BEN,13,5
2006,GNQ,BEN,7,5
2007,GNQ,BEN,11,5
2008,GNQ,BEN,10,5
2009,GNQ,BEN,11,0
2010,GNQ,BEN,11,0
2011,GNQ,BEN,11,0
2012,GNQ,BEN,5,0
2011,ERI,BEN,0,13
2012,ERI,BEN,7,0
2013,ERI,BEN,5,0
2014,ERI,BEN,5,0
2015,ERI,BEN,5,0
2016,ERI,BEN,5,0
2017,ERI,BEN,5,0
2018,ERI,BEN,5,0
2020,ERI,BEN,5,0
1997,ETH,BEN,5,0
1998,ETH,BEN,6,0
1999,ETH,BEN,11,0
2000,ETH,BEN,15,0
2001,ETH,BEN,14,0
2002,ETH,BEN,16,0
2003,ETH,BEN,16,0
2004,ETH,BEN,16,0
2005,ETH,BEN,16,0
2006,ETH,BEN,5,0
2007,ETH,BEN,6,0
2008,ETH,BEN,5,0
2009,ETH,BEN,5,0
2001,GNB,BEN,5,0
2002,GNB,BEN,5,0
2003,GNB,BEN,5,0
2004,GNB,BEN,5,0
2005,GNB,BEN,5,0
2000,GIN,BEN,5,0
2001,GIN,BEN,9,0
2002,GIN,BEN,9,0
2003,GIN,BEN,8,5
2004,GIN,BEN,8,5
2005,GIN,BEN,5,5
2007,GIN,BEN,5,5
2008,GIN,BEN,6,0
2009,GIN,BEN,7,0
2010,GIN,BEN,7,0
2011,GIN,BEN,7,0
2020,GIN,BEN,0,10
2007,HTI,BEN,0,5
2002,CIV,BEN,18,21
2003,CIV,BEN,84,142
2004,CIV,BEN,103,167
2005,CIV,BEN,113,253
2006,CIV,BEN,44,68
2007,CIV,BEN,69,5
2008,CIV,BEN,68,0
2009,CIV,BEN,59,0
2010,CIV,BEN,57,0
2011,CIV,BEN,196,229
2012,CIV,BEN,201,92
2013,CIV,BEN,159,34
2014,CIV,BEN,155,5
2015,CIV,BEN,157,5
2016,CIV,BEN,165,11
2017,CIV,BEN,162,20
2018,CIV,BEN,166,17
2020,CIV,BEN,164,19
2000,IRQ,BEN,5,0
2001,IRQ,BEN,5,0
2002,IRQ,BEN,7,0
2003,IRQ,BEN,7,0
2004,IRQ,BEN,7,0
2005,IRQ,BEN,7,0
2007,IRQ,BEN,6,0
2008,IRQ,BEN,6,0
2009,IRQ,BEN,6,0
2010,IRQ,BEN,6,0
2011,IRQ,BEN,6,0
2002,LBR,BEN,6,10
2003,LBR,BEN,13,71
2004,LBR,BEN,15,46
2005,LBR,BEN,15,49
2007,LBR,BEN,5,0
2008,LBR,BEN,5,0
2009,LBR,BEN,5,0
2010,LBR,BEN,5,0
2011,LBR,BEN,5,0
2017,LBR,BEN,0,5
2018,LBR,BEN,0,5
2020,LBR,BEN,0,5
2012,LKA,BEN,0,5
2013,LKA,BEN,5,0
2014,LKA,BEN,5,0
2015,LKA,BEN,5,0
2016,LKA,BEN,7,0
2017,LKA,BEN,7,0
2018,LKA,BEN,7,0
2020,LKA,BEN,5,0
2004,MRT,BEN,0,5
2005,MRT,BEN,0,5
2012,MLI,BEN,0,5
2013,MLI,BEN,5,5
2014,MLI,BEN,5,5
2015,MLI,BEN,5,5
2016,MLI,BEN,5,0
2017,MLI,BEN,5,12
2018,MLI,BEN,20,0
2020,MLI,BEN,25,15
2003,NER,BEN,0,5
2008,NER,BEN,0,10
2009,NER,BEN,0,5
2010,NER,BEN,0,5
2011,NER,BEN,0,5
2018,NER,BEN,0,5
2020,NER,BEN,0,5
1996,NGA,BEN,666,0
1997,NGA,BEN,934,0
1998,NGA,BEN,716,0
1999,NGA,BEN,190,0
2000,NGA,BEN,205,5
2001,NGA,BEN,229,50
2002,NGA,BEN,250,0
2003,NGA,BEN,242,29
2004,NGA,BEN,238,98
2005,NGA,BEN,244,177
2006,NGA,BEN,215,176
2007,NGA,BEN,170,43
2008,NGA,BEN,107,10
2009,NGA,BEN,83,16
2010,NGA,BEN,63,0
2011,NGA,BEN,67,20
2012,NGA,BEN,43,5
2016,NGA,BEN,0,5
2017,NGA,BEN,0,5
2018,NGA,BEN,0,10
2020,NGA,BEN,0,23
2013,PAK,BEN,5,0
2014,PAK,BEN,5,0
2015,PAK,BEN,5,0
2016,PAK,BEN,5,0
2017,PAK,BEN,5,0
2018,PAK,BEN,5,0
2020,PAK,BEN,5,0
1995,RWA,BEN,72,0
1996,RWA,BEN,166,0
1997,RWA,BEN,302,0
1998,RWA,BEN,297,0
1999,RWA,BEN,457,0
2000,RWA,BEN,513,0
2001,RWA,BEN,576,17
2002,RWA,BEN,593,0
2003,RWA,BEN,604,10
2004,RWA,BEN,601,5
2005,RWA,BEN,599,10
2006,RWA,BEN,144,25
2007,RWA,BEN,145,17
2008,RWA,BEN,154,0
2009,RWA,BEN,145,5
2010,RWA,BEN,141,5
2011,RWA,BEN,138,0
2012,RWA,BEN,87,0
2000,SLE,BEN,5,5
2001,SLE,BEN,5,0
2002,SLE,BEN,5,5
2003,SLE,BEN,5,10
2004,SLE,BEN,5,5
2005,SLE,BEN,5,10
2003,SOM,BEN,0,5
2004,SOM,BEN,0,5
2005,SOM,BEN,0,5
2009,SOM,BEN,5,0
2010,SOM,BEN,5,0
2011,SOM,BEN,5,0
2007,VNM,BEN,5,0
2008,VNM,BEN,5,0
2009,VNM,BEN,5,0
2010,VNM,BEN,5,0
2011,VNM,BEN,5,0
1999,SDN,BEN,10,0
2000,SDN,BEN,28,0
2001,SDN,BEN,32,0
2002,SDN,BEN,47,67
2003,SDN,BEN,49,23
2004,SDN,BEN,51,27
2005,SDN,BEN,51,30
2006,SDN,BEN,5,0
2007,SDN,BEN,8,0
2008,SDN,BEN,8,5
2009,SDN,BEN,8,5
2010,SDN,BEN,8,5
2011,SDN,BEN,8,5
2020,SDN,BEN,6,0
2016,SYR,BEN,0,5
2017,SYR,BEN,7,5
2018,SYR,BEN,12,0
2020,SYR,BEN,12,13
1995,TGO,BEN,23370,0
1996,TGO,BEN,4690,0
1997,TGO,BEN,1300,0
1998,TGO,BEN,1311,0
1999,TGO,BEN,1305,0
2000,TGO,BEN,1029,21
2001,TGO,BEN,1182,30
2002,TGO,BEN,1205,39
2003,TGO,BEN,1221,131
2004,TGO,BEN,1100,154
2005,TGO,BEN,26632,171
2006,TGO,BEN,9444,156
2007,TGO,BEN,6208,26
2008,TGO,BEN,5600,62
2009,TGO,BEN,5921,27
2010,TGO,BEN,5912,35
2011,TGO,BEN,5883,21
2012,TGO,BEN,4188,0
2017,TGO,BEN,0,28
2018,TGO,BEN,0,34
2020,TGO,BEN,0,23
2016,TUR,BEN,0,5
2017,TUR,BEN,5,0
2018,TUR,BEN,8,0
2020,TUR,BEN,10,0
1999,UGA,BEN,5,0
2000,UGA,BEN,5,0
2001,UGA,BEN,5,0
2002,UGA,BEN,5,0
2003,UGA,BEN,5,0
2004,UGA,BEN,5,0
2005,UGA,BEN,5,0
2017,YEM,BEN,0,10
2018,YEM,BEN,8,5
2020,YEM,BEN,11,0
1995,,BEN,6,0
1996,,BEN,5,0
2017,COD,BGD,0,5
2005,PSE,BGD,0,5
2006,PSE,BGD,0,5
2007,PSE,BGD,0,5
2008,PSE,BGD,5,0
1995,IRN,BGD,29,0
1996,IRN,BGD,24,0
1997,IRN,BGD,24,0
1998,IRN,BGD,27,0
1999,IRN,BGD,27,0
2000,IRN,BGD,27,0
2001,IRN,BGD,27,0
2002,IRN,BGD,27,0
2003,IRN,BGD,27,0
2004,IRN,BGD,27,0
2005,IRN,BGD,27,0
2006,IRN,BGD,27,0
2007,IRN,BGD,27,0
2008,IRN,BGD,23,0
2009,IRN,BGD,5,0
2010,IRN,BGD,5,0
2011,IRN,BGD,5,0
2012,IRN,BGD,5,0
1995,IRQ,BGD,7,0
2007,IRQ,BGD,0,10
2008,IRQ,BGD,8,0
2009,IRQ,BGD,5,0
2010,IRQ,BGD,5,0
2011,IRQ,BGD,5,0
2012,IRQ,BGD,5,0
2013,IRQ,BGD,5,0
2006,LBR,BGD,0,5
1995,LKA,BGD,5,0
1996,LKA,BGD,5,0
1997,LKA,BGD,5,0
1998,LKA,BGD,7,0
1999,LKA,BGD,7,0
2009,LKA,BGD,5,0
2010,LKA,BGD,5,0
1995,MMR,BGD,50985,0
1996,MMR,BGD,30578,0
1997,MMR,BGD,21497,0
1998,MMR,BGD,22174,0
1999,MMR,BGD,22131,0
2000,MMR,BGD,21556,0
2001,MMR,BGD,22106,20
2002,MMR,BGD,21967,21
2003,MMR,BGD,19743,10
2004,MMR,BGD,20402,10
2005,MMR,BGD,21053,52
2006,MMR,BGD,26268,67
2007,MMR,BGD,27544,30
2008,MMR,BGD,28337,0
2009,MMR,BGD,228557,0
2010,MMR,BGD,229226,0
2011,MMR,BGD,229644,0
2012,MMR,BGD,230674,0
2013,MMR,BGD,231125,10
2014,MMR,BGD,232462,10
2015,MMR,BGD,231948,0
2016,MMR,BGD,276198,0
2017,MMR,BGD,932204,0
2018,MMR,BGD,906635,0
2020,MMR,BGD,854764,0
2007,PAK,BGD,0,5
1998,SLE,BGD,5,0
1999,SLE,BGD,5,0
2000,SLE,BGD,6,0
2001,SLE,BGD,5,0
2002,SLE,BGD,5,0
2003,SLE,BGD,5,0
2004,SLE,BGD,5,0
2005,SLE,BGD,5,0
1995,SOM,BGD,91,0
1996,SOM,BGD,83,0
1997,SOM,BGD,77,0
1998,SOM,BGD,62,0
1999,SOM,BGD,39,0
2000,SOM,BGD,34,0
2001,SOM,BGD,31,0
2002,SOM,BGD,25,0
2003,SOM,BGD,16,0
2004,SOM,BGD,16,0
2005,SOM,BGD,14,0
2006,SOM,BGD,13,0
2008,SOM,BGD,11,0
2009,SOM,BGD,15,0
2010,SOM,BGD,15,0
2011,SOM,BGD,15,0
2012,SOM,BGD,12,0
2013,SOM,BGD,12,0
2014,SOM,BGD,6,5
2015,SOM,BGD,6,0
2016,SOM,BGD,5,0
2017,SOM,BGD,5,5
2018,SOM,BGD,5,15
2020,SOM,BGD,10,14
2017,TUR,BGD,0,105
2018,TUR,BGD,0,24
2020,TUR,BGD,0,20
2020,YEM,BGD,5,0
2004,XXA,BGD,0,0
2005,XXA,BGD,0,0
2006,XXA,BGD,0,0
2017,XXA,BGD,0,0
2018,XXA,BGD,0,0
2020,XXA,BGD,0,0
2014,CHN,BHS,0,5
2015,CHN,BHS,0,5
2018,COL,BHS,5,0
2020,COL,BHS,5,0
1995,CUB,BHS,8,0
1996,CUB,BHS,47,0
1997,CUB,BHS,58,0
1998,CUB,BHS,78,0
1999,CUB,BHS,98,0
2000,CUB,BHS,98,0
2010,CUB,BHS,27,0
2011,CUB,BHS,27,0
2012,CUB,BHS,36,0
2013,CUB,BHS,14,10
2014,CUB,BHS,12,10
2015,CUB,BHS,7,10
2016,CUB,BHS,9,12
2017,CUB,BHS,8,10
2018,CUB,BHS,9,12
2020,CUB,BHS,5,5
2010,HTI,BHS,0,10
2011,HTI,BHS,0,10
2012,HTI,BHS,0,10
2013,HTI,BHS,0,5
2014,HTI,BHS,0,5
2015,HTI,BHS,0,5
2016,HTI,BHS,0,5
2017,HTI,BHS,0,5
2018,HTI,BHS,0,5
2011,LKA,BHS,0,5
2012,LKA,BHS,0,5
2018,ZAF,BHS,0,5
2020,ZAF,BHS,0,10
2015,,BHS,0,0
1997,DZA,BFA,5,0
1998,DZA,BFA,5,0
1999,DZA,BFA,5,0
2000,DZA,BFA,5,0
2006,DZA,BFA,0,5
2007,DZA,BFA,0,5
2008,DZA,BFA,0,5
2009,DZA,BFA,0,5
2010,DZA,BFA,0,5
2011,DZA,BFA,0,5
2012,DZA,BFA,0,5
2013,DZA,BFA,0,5
2006,AGO,BFA,0,5
2007,AGO,BFA,0,5
2008,AGO,BFA,0,5
2011,AGO,BFA,0,5
2012,AGO,BFA,0,5
2013,AGO,BFA,0,5
1997,BDI,BFA,47,0
1998,BDI,BFA,42,0
1999,BDI,BFA,49,0
2000,BDI,BFA,50,10
2001,BDI,BFA,63,5
2002,BDI,BFA,63,5
2003,BDI,BFA,64,0
2004,BDI,BFA,62,0
2005,BDI,BFA,58,0
2006,BDI,BFA,62,49
2007,BDI,BFA,57,44
2008,BDI,BFA,60,44
2009,BDI,BFA,62,42
2010,BDI,BFA,61,44
2011,BDI,BFA,62,44
2012,BDI,BFA,61,45
2013,BDI,BFA,61,47
2014,BDI,BFA,28,0
2015,BDI,BFA,31,0
2016,BDI,BFA,32,0
2017,BDI,BFA,30,0
2018,BDI,BFA,28,0
2020,BDI,BFA,29,0
2000,BEN,BFA,0,5
2001,BEN,BFA,0,5
2002,BEN,BFA,0,5
2003,BEN,BFA,0,5
2004,BEN,BFA,0,5
2005,BEN,BFA,0,5
2017,BFA,BFA,0,0
2018,BFA,BFA,0,0
2020,BFA,BFA,0,0
1997,CAF,BFA,5,0
1998,CAF,BFA,5,0
1999,CAF,BFA,5,0
2000,CAF,BFA,5,0
2002,CAF,BFA,0,20
2003,CAF,BFA,0,18
2004,CAF,BFA,0,16
2005,CAF,BFA,0,15
2006,CAF,BFA,0,18
2007,CAF,BFA,0,23
2008,CAF,BFA,0,25
2009,CAF,BFA,0,22
2010,CAF,BFA,0,24
2011,CAF,BFA,5,26
2012,CAF,BFA,0,28
2013,CAF,BFA,18,124
2014,CAF,BFA,40,173
2015,CAF,BFA,153,116
2016,CAF,BFA,228,102
2017,CAF,BFA,167,43
2018,CAF,BFA,187,35
2020,CAF,BFA,194,24
1997,TCD,BFA,122,0
1998,TCD,BFA,96,0
1999,TCD,BFA,100,0
2000,TCD,BFA,103,31
2001,TCD,BFA,144,35
2002,TCD,BFA,144,53
2003,TCD,BFA,146,48
2004,TCD,BFA,148,40
2005,TCD,BFA,152,32
2006,TCD,BFA,152,83
2007,TCD,BFA,155,78
2008,TCD,BFA,168,81
2009,TCD,BFA,170,79
2010,TCD,BFA,170,83
2011,TCD,BFA,184,81
2012,TCD,BFA,182,84
2013,TCD,BFA,187,83
2014,TCD,BFA,90,11
2015,TCD,BFA,112,13
2016,TCD,BFA,116,5
2017,TCD,BFA,82,0
2018,TCD,BFA,83,0
2020,TCD,BFA,83,0
1997,CMR,BFA,24,0
1998,CMR,BFA,14,0
1999,CMR,BFA,12,0
2000,CMR,BFA,14,11
2001,CMR,BFA,5,10
2002,CMR,BFA,5,5
2003,CMR,BFA,6,10
2004,CMR,BFA,6,5
2005,CMR,BFA,5,5
2006,CMR,BFA,7,25
2007,CMR,BFA,7,23
2008,CMR,BFA,7,25
2009,CMR,BFA,8,21
2010,CMR,BFA,8,21
2011,CMR,BFA,8,20
2012,CMR,BFA,9,20
2013,CMR,BFA,9,20
2014,CMR,BFA,5,0
2015,CMR,BFA,5,0
2016,CMR,BFA,5,0
2017,CMR,BFA,6,0
2018,CMR,BFA,7,0
2020,CMR,BFA,7,0
1997,COG,BFA,29,0
1998,COG,BFA,57,0
1999,COG,BFA,94,0
2000,COG,BFA,96,101
2001,COG,BFA,71,39
2002,COG,BFA,71,16
2003,COG,BFA,76,41
2004,COG,BFA,83,41
2005,COG,BFA,90,109
2006,COG,BFA,98,82
2007,COG,BFA,99,86
2008,COG,BFA,101,82
2009,COG,BFA,98,64
2010,COG,BFA,98,67
2011,COG,BFA,96,78
2012,COG,BFA,94,78
2013,COG,BFA,94,80
2014,COG,BFA,39,0
2015,COG,BFA,42,0
2016,COG,BFA,43,0
2017,COG,BFA,26,0
2018,COG,BFA,28,0
2020,COG,BFA,28,0
1997,COD,BFA,12,0
1998,COD,BFA,15,0
1999,COD,BFA,26,0
2000,COD,BFA,39,23
2001,COD,BFA,28,18
2002,COD,BFA,28,43
2003,COD,BFA,30,30
2004,COD,BFA,43,22
2005,COD,BFA,49,23
2006,COD,BFA,50,75
2007,COD,BFA,53,75
2008,COD,BFA,55,71
2009,COD,BFA,51,50
2010,COD,BFA,42,52
2011,COD,BFA,46,48
2012,COD,BFA,46,50
2013,COD,BFA,47,50
2014,COD,BFA,26,0
2015,COD,BFA,25,0
2016,COD,BFA,29,5
2017,COD,BFA,33,0
2018,COD,BFA,33,0
2020,COD,BFA,33,0
1999,ERI,BFA,5,0
2000,ERI,BFA,5,0
2001,ERI,BFA,5,0
2002,ERI,BFA,5,5
2003,ERI,BFA,5,0
2004,ERI,BFA,5,0
2005,ERI,BFA,5,0
1997,GHA,BFA,11,0
1998,GHA,BFA,11,0
1999,GHA,BFA,10,0
2000,GHA,BFA,9,5
2005,GHA,BFA,0,5
1997,GIN,BFA,5,0
1998,GIN,BFA,5,0
1999,GIN,BFA,5,0
2000,GIN,BFA,5,0
2001,GIN,BFA,0,14
2003,GIN,BFA,0,15
2004,GIN,BFA,0,15
2005,GIN,BFA,0,15
2006,GIN,BFA,0,5
2007,GIN,BFA,5,5
2008,GIN,BFA,6,5
2009,GIN,BFA,5,5
2010,GIN,BFA,5,5
2011,GIN,BFA,5,5
2012,GIN,BFA,5,5
2013,GIN,BFA,5,5
2000,CIV,BFA,0,5
2001,CIV,BFA,0,5
2002,CIV,BFA,0,39
2003,CIV,BFA,0,57
2004,CIV,BFA,5,111
2005,CIV,BFA,5,142
2006,CIV,BFA,5,123
2007,CIV,BFA,20,112
2008,CIV,BFA,21,108
2009,CIV,BFA,21,92
2010,CIV,BFA,21,98
2011,CIV,BFA,19,223
2012,CIV,BFA,12,224
2013,CIV,BFA,12,228
2014,CIV,BFA,5,5
2015,CIV,BFA,5,5
2016,CIV,BFA,5,5
2017,CIV,BFA,5,0
2018,CIV,BFA,5,0
2020,CIV,BFA,5,0
1997,IRN,BFA,17,0
1998,IRN,BFA,14,0
1999,IRN,BFA,14,0
2000,IRN,BFA,14,0
2002,IRN,BFA,0,18
2003,IRN,BFA,0,5
2004,IRN,BFA,0,5
2005,IRN,BFA,0,5
1997,LBR,BFA,12,0
1998,LBR,BFA,12,0
1999,LBR,BFA,12,0
2000,LBR,BFA,12,0
2001,LBR,BFA,0,29
2002,LBR,BFA,0,10
2003,LBR,BFA,0,114
2004,LBR,BFA,0,123
2005,LBR,BFA,0,156
2006,LBR,BFA,0,90
2002,LKA,BFA,0,5
2003,LKA,BFA,0,5
2004,LKA,BFA,0,5
2005,LKA,BFA,0,5
2006,LKA,BFA,0,5
2007,LKA,BFA,0,5
2008,LKA,BFA,0,5
2009,LKA,BFA,0,5
2010,LKA,BFA,0,5
2011,LKA,BFA,0,5
2012,LKA,BFA,0,5
2013,LKA,BFA,0,5
1997,MRT,BFA,12,0
1998,MRT,BFA,10,0
1999,MRT,BFA,10,0
2000,MRT,BFA,10,0
2006,MRT,BFA,0,5
1997,MLI,BFA,8,0
1998,MLI,BFA,8,0
1999,MLI,BFA,8,0
2000,MLI,BFA,8,0
2001,MLI,BFA,5,0
2002,MLI,BFA,5,31
2003,MLI,BFA,5,0
2004,MLI,BFA,5,0
2005,MLI,BFA,5,0
2006,MLI,BFA,5,0
2007,MLI,BFA,5,0
2008,MLI,BFA,5,0
2009,MLI,BFA,5,0
2010,MLI,BFA,5,0
2011,MLI,BFA,5,0
2012,MLI,BFA,38776,0
2013,MLI,BFA,28684,0
2014,MLI,BFA,31604,0
2015,MLI,BFA,33574,0
2016,MLI,BFA,32017,0
2017,MLI,BFA,23766,0
2018,MLI,BFA,24710,0
2020,MLI,BFA,25442,0
2008,NER,BFA,0,10
2009,NER,BFA,0,10
2010,NER,BFA,0,10
2011,NER,BFA,0,10
2012,NER,BFA,0,10
2013,NER,BFA,0,10
1997,NGA,BFA,51,0
1998,NGA,BFA,51,0
1999,NGA,BFA,52,0
2000,NGA,BFA,52,12
2001,NGA,BFA,0,5
2002,NGA,BFA,0,14
2003,NGA,BFA,0,21
2004,NGA,BFA,0,18
2005,NGA,BFA,0,26
2006,NGA,BFA,0,20
2007,NGA,BFA,0,20
2008,NGA,BFA,0,20
2009,NGA,BFA,0,20
2010,NGA,BFA,0,20
2011,NGA,BFA,0,24
2012,NGA,BFA,0,24
2013,NGA,BFA,0,24
1997,RWA,BFA,156,0
1998,RWA,BFA,145,0
1999,RWA,BFA,184,0
2000,RWA,BFA,180,17
2001,RWA,BFA,96,10
2002,RWA,BFA,96,10
2003,RWA,BFA,94,11
2004,RWA,BFA,96,5
2005,RWA,BFA,97,29
2006,RWA,BFA,95,41
2007,RWA,BFA,93,37
2008,RWA,BFA,90,36
2009,RWA,BFA,80,27
2010,RWA,BFA,77,28
2011,RWA,BFA,79,22
2012,RWA,BFA,78,30
2013,RWA,BFA,74,29
2014,RWA,BFA,36,5
2015,RWA,BFA,46,0
2016,RWA,BFA,51,0
2017,RWA,BFA,23,0
2018,RWA,BFA,20,0
2020,RWA,BFA,16,0
2001,SLE,BFA,0,26
2002,SLE,BFA,0,26
2003,SLE,BFA,0,33
2004,SLE,BFA,0,33
2005,SLE,BFA,0,33
2006,SLE,BFA,0,30
1997,VNM,BFA,5,0
1998,VNM,BFA,5,0
1999,VNM,BFA,5,0
2000,VNM,BFA,5,0
2001,VNM,BFA,5,0
2002,VNM,BFA,5,0
2003,VNM,BFA,5,0
2004,VNM,BFA,5,0
2005,VNM,BFA,5,0
2006,VNM,BFA,5,0
2007,VNM,BFA,5,0
2008,VNM,BFA,5,0
2009,VNM,BFA,5,0
2010,VNM,BFA,5,0
2011,VNM,BFA,5,0
2012,VNM,BFA,5,0
2013,VNM,BFA,5,0
1999,SDN,BFA,6,0
2000,SDN,BFA,11,0
2001,SDN,BFA,6,0
2002,SDN,BFA,6,0
2003,SDN,BFA,6,0
2004,SDN,BFA,6,0
2005,SDN,BFA,6,0
2006,SDN,BFA,6,0
2007,SDN,BFA,6,0
2008,SDN,BFA,7,0
2009,SDN,BFA,6,0
2010,SDN,BFA,6,0
2011,SDN,BFA,7,0
2012,SDN,BFA,7,0
2013,SDN,BFA,7,0
2014,SDN,BFA,8,0
2015,SDN,BFA,9,0
2016,SDN,BFA,9,0
2020,SSD,BFA,0,5
2020,SYR,BFA,5,0
1997,TGO,BFA,72,0
1998,TGO,BFA,67,0
1999,TGO,BFA,70,0
2000,TGO,BFA,69,90
2001,TGO,BFA,29,47
2002,TGO,BFA,29,63
2003,TGO,BFA,29,79
2004,TGO,BFA,30,70
2005,TGO,BFA,36,169
2006,TGO,BFA,27,98
2007,TGO,BFA,30,83
2008,TGO,BFA,31,89
2009,TGO,BFA,32,72
2010,TGO,BFA,32,70
2011,TGO,BFA,28,72
2012,TGO,BFA,29,72
2013,TGO,BFA,30,72
2014,TGO,BFA,13,5
2015,TGO,BFA,15,5
2016,TGO,BFA,16,5
2017,TGO,BFA,14,0
2018,TGO,BFA,14,0
2020,TGO,BFA,14,0
2018,TUR,BFA,5,5
2020,TUR,BFA,13,0
1995,,BFA,29777,0
1996,,BFA,28381,0
1997,,BFA,1206,0
1997,AFG,BLR,38,0
1998,AFG,BLR,59,0
1999,AFG,BLR,199,0
2000,AFG,BLR,368,235
2001,AFG,BLR,454,213
2002,AFG,BLR,478,176
2003,AFG,BLR,459,162
2004,AFG,BLR,534,35
2005,AFG,BLR,517,29
2006,AFG,BLR,491,10
2007,AFG,BLR,454,5
2008,AFG,BLR,436,29
2009,AFG,BLR,408,61
2010,AFG,BLR,417,55
2011,AFG,BLR,424,36
2012,AFG,BLR,409,40
2013,AFG,BLR,405,37
2014,AFG,BLR,399,22
2015,AFG,BLR,403,5
2016,AFG,BLR,227,5
2017,AFG,BLR,209,0
2018,AFG,BLR,208,31
2020,AFG,BLR,213,15
1998,DZA,BLR,0,0
1998,AGO,BLR,0,0
2013,EGY,BLR,6,5
2014,EGY,BLR,6,0
2015,EGY,BLR,6,0
2016,EGY,BLR,5,0
2017,EGY,BLR,5,0
2018,EGY,BLR,5,0
2020,EGY,BLR,5,0
1998,ARM,BLR,0,0
2001,ARM,BLR,0,5
2002,ARM,BLR,0,5
2003,ARM,BLR,0,5
2009,ARM,BLR,5,0
2010,ARM,BLR,5,0
2011,ARM,BLR,5,0
2012,ARM,BLR,5,0
2013,ARM,BLR,6,0
2014,ARM,BLR,6,0
2015,ARM,BLR,5,0
2016,ARM,BLR,5,0
2017,ARM,BLR,5,0
2018,ARM,BLR,5,0
2020,ARM,BLR,5,0
1998,AZE,BLR,0,0
1999,AZE,BLR,5,0
2000,AZE,BLR,14,30
2001,AZE,BLR,17,26
2002,AZE,BLR,21,28
2003,AZE,BLR,27,23
2004,AZE,BLR,27,5
2005,AZE,BLR,29,0
2006,AZE,BLR,29,0
2007,AZE,BLR,28,0
2008,AZE,BLR,28,5
2009,AZE,BLR,26,0
2010,AZE,BLR,25,0
2011,AZE,BLR,25,0
2012,AZE,BLR,18,0
2013,AZE,BLR,16,0
2014,AZE,BLR,15,0
2015,AZE,BLR,14,0
2016,AZE,BLR,5,0
2017,AZE,BLR,5,0
2018,AZE,BLR,5,0
2020,AZE,BLR,5,0
2006,BGD,BLR,0,5
2017,BGD,BLR,0,5
2020,BGD,BLR,0,5
1998,CHN,BLR,0,0
2000,CHN,BLR,0,5
2000,CMR,BLR,0,12
2001,CMR,BLR,0,10
2002,CMR,BLR,0,10
2003,CMR,BLR,0,10
1998,COG,BLR,0,0
2000,COG,BLR,0,5
2001,COG,BLR,0,5
2002,COG,BLR,0,5
2003,COG,BLR,0,5
2013,COD,BLR,0,5
2018,CUB,BLR,0,5
2020,CUB,BLR,0,5
1998,EST,BLR,0,0
1997,ETH,BLR,12,0
1998,ETH,BLR,16,0
1999,ETH,BLR,17,0
2000,ETH,BLR,17,5
2001,ETH,BLR,21,0
2002,ETH,BLR,21,0
2003,ETH,BLR,20,0
2004,ETH,BLR,19,0
2005,ETH,BLR,19,0
2006,ETH,BLR,16,0
2007,ETH,BLR,13,0
2008,ETH,BLR,12,0
2009,ETH,BLR,11,0
2010,ETH,BLR,10,0
2011,ETH,BLR,10,0
2012,ETH,BLR,10,0
2013,ETH,BLR,8,0
2014,ETH,BLR,8,0
2015,ETH,BLR,8,0
2016,ETH,BLR,6,0
2017,ETH,BLR,5,0
2018,ETH,BLR,5,0
2020,ETH,BLR,5,0
1998,PSE,BLR,0,0
2001,PSE,BLR,5,0
2002,PSE,BLR,5,5
2003,PSE,BLR,9,5
2004,PSE,BLR,8,0
2005,PSE,BLR,8,0
2006,PSE,BLR,6,0
2007,PSE,BLR,6,0
2008,PSE,BLR,5,0
2009,PSE,BLR,5,0
2010,PSE,BLR,5,0
2011,PSE,BLR,5,0
2012,PSE,BLR,5,0
2013,PSE,BLR,5,0
2014,PSE,BLR,6,0
2015,PSE,BLR,6,0
2016,PSE,BLR,5,0
2017,PSE,BLR,5,0
2020,PSE,BLR,0,5
1998,GEO,BLR,0,0
1999,GEO,BLR,31,0
2000,GEO,BLR,35,30
2001,GEO,BLR,60,15
2002,GEO,BLR,69,23
2003,GEO,BLR,98,28
2004,GEO,BLR,107,10
2005,GEO,BLR,125,16
2006,GEO,BLR,121,5
2007,GEO,BLR,123,5
2008,GEO,BLR,105,10
2009,GEO,BLR,100,5
2010,GEO,BLR,96,5
2011,GEO,BLR,94,0
2012,GEO,BLR,92,0
2013,GEO,BLR,90,0
2014,GEO,BLR,87,0
2015,GEO,BLR,81,0
2016,GEO,BLR,61,5
2017,GEO,BLR,59,0
2018,GEO,BLR,59,0
2020,GEO,BLR,57,0
2000,GIN,BLR,0,5
2001,GIN,BLR,0,5
2002,GIN,BLR,0,5
2003,GIN,BLR,0,5
1998,IND,BLR,0,0
2002,IND,BLR,0,5
1998,IRN,BLR,0,0
2000,IRN,BLR,5,0
2001,IRN,BLR,5,0
2003,IRN,BLR,0,5
2008,IRN,BLR,0,5
2009,IRN,BLR,8,5
2010,IRN,BLR,14,0
2011,IRN,BLR,13,5
2012,IRN,BLR,16,0
2013,IRN,BLR,16,5
2014,IRN,BLR,15,0
2015,IRN,BLR,10,5
2016,IRN,BLR,5,5
2017,IRN,BLR,5,0
